jitsi_jicofo  | Jicofo 2026-02-15 19:35:11.181 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] ColibriV2SessionManager.allocate#384: Selected d14ec93e0b91 for 852ca0a1 (visitor=false, session exists: true)
jitsi_jicofo  | Jicofo 2026-02-15 19:35:11.192 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a participant=852ca0a1] ParticipantInviteRunnable.doInviteOrReinvite#384: Sending session-initiate to: asdf@muc.meet.jitsi/852ca0a1 sources={jvb=[audio=[4050896735], video=[824376726], groups=[]]}
jitsi_jicofo  | Jicofo 2026-02-15 19:35:11.744 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a participant=852ca0a1] Participant$JingleRequestHandlerImpl.onSessionOrTransportAccept#421: Received session-accept
jitsi_jicofo  | Jicofo 2026-02-15 19:35:11.745 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.acceptSession#1437: Accepted initial sources from 852ca0a1: [audio=[3912468117], video=[957123510, 2870752365, 4263657924, 484223124, 530971709, 2733852844], groups=[FID[957123510, 2870752365], FID[4263657924, 484223124], FID[530971709, 2733852844], SIM[957123510, 4263657924, 530971709]]]
jitsi_jicofo  | Jicofo 2026-02-15 19:35:21.034 INFO: [59] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.onMemberLeft#1023: Member left:875d9b98
jitsi_jicofo  | Jicofo 2026-02-15 19:35:21.034 INFO: [59] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.terminateParticipant#1100: Terminating 875d9b98, reason: gone, send session-terminate: false
jitsi_jicofo  | Jicofo 2026-02-15 19:35:21.034 INFO: [59] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.terminateParticipant#1114: Removed participant 875d9b98 removed=true
jitsi_jicofo  | Jicofo 2026-02-15 19:35:21.035 INFO: [59] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.rescheduleSingleParticipantTimeout#2211: Scheduled single person timeout.
jitsi_jicofo  | Jicofo 2026-02-15 19:35:22.980 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.onMemberLeft#1023: Member left:852ca0a1
jitsi_jicofo  | Jicofo 2026-02-15 19:35:22.980 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.terminateParticipant#1100: Terminating 852ca0a1, reason: gone, send session-terminate: false
jitsi_jicofo  | Jicofo 2026-02-15 19:35:22.980 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.terminateParticipant#1114: Removed participant 852ca0a1 removed=true
jitsi_jicofo  | Jicofo 2026-02-15 19:35:22.980 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] ColibriV2SessionManager.removeParticipantInfosBySession#169: Removing session with no remaining participants: Colibri2Session[bridge=d14ec93e0b91, id=2c2cebe4-be56-4509-81af-de6c3af64043]
jitsi_jicofo  | Jicofo 2026-02-15 19:35:22.981 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] ColibriV2SessionManager.expire#112: Expiring.
jitsi_jicofo  | Jicofo 2026-02-15 19:35:22.981 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.maybeStop#1078: Last member left, stopping.
jitsi_jicofo  | Jicofo 2026-02-15 19:35:22.981 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] ColibriV2SessionManager.expire#112: Expiring.
jitsi_jicofo  | Jicofo 2026-02-15 19:35:22.982 INFO: [49] [room=asdf@muc.meet.jitsi meeting_id=21eeac05-02fa-426d-8e6c-34154803258a] JitsiMeetConferenceImpl.stop#497: Stopped.
